,Customer,State,CustomerLifetimeValue,Response,Coverage,Education,EffectiveToDate,EmploymentStatus,Gender,Income,LocationCode,MaritalStatus,MonthlyPremiumAuto,MonthsSinceLastClaim,MonthsSincePolicyInception,NumberofOpenComplaints,NumberofPolicies,PolicyType,Policy,RenewOfferType,SalesChannel,ClaimAmount,VehicleClass,VehicleSize
120,QF69163,Washington,4373.35826,No,Premium,College,1/6/2011,Disabled,F,25676.0,Suburban,Married,113.0,6.0,84.0,0.0,1.0,Personal Auto,Personal L3,Offer3,Web,542.4,Two-Door Car,Medsize
121,XM91635,Arizona,2272.335352,No,Basic,High School or Below,1/5/2011,Medical Leave,F,16618.0,Urban,Single,62.0,0.0,40.0,0.0,1.0,Special Auto,Special L2,Offer3,Branch,219.288706,Four-Door Car,Medsize
122,IK74329,Arizona,18061.91837,No,Basic,High School or Below,1/5/2011,Medical Leave,F,13164.0,Rural,Single,70.0,0.0,45.0,0.0,2.0,Personal Auto,Personal L3,Offer1,Agent,75.393383,Two-Door Car,Medsize
123,RL51023,Arizona,4185.757242,No,Basic,College,2/16/2011,Unemployed,M,0.0,Suburban,Single,64.0,0.0,56.0,0.0,3.0,Corporate Auto,Corporate L1,Offer2,Call Center,492.644465,Four-Door Car,Small
124,IA91291,Arizona,7985.472561,No,Basic,College,1/6/2011,Employed,F,99069.0,Rural,Married,66.0,7.0,28.0,0.0,2.0,Corporate Auto,Corporate L2,Offer4,Branch,77.442722,Four-Door Car,Medsize
125,IJ98317,California,7234.142952,No,Extended,Bachelor,2/24/2011,Employed,F,86448.0,Rural,Married,90.0,25.0,79.0,0.0,6.0,Personal Auto,Personal L3,Offer3,Agent,59.853369,Four-Door Car,Medsize
126,MN19541,Arizona,1994.774936,No,Basic,College,1/23/2011,Unemployed,M,0.0,Suburban,Single,61.0,18.0,96.0,0.0,1.0,Personal Auto,Personal L1,Offer2,Web,393.215919,Four-Door Car,Medsize
127,PD82395,Arizona,8649.997286,No,Premium,Bachelor,1/21/2011,Unemployed,F,0.0,Suburban,Married,115.0,0.0,3.0,0.0,3.0,Special Auto,Special L1,Offer1,Branch,824.597262,Four-Door Car,Small
128,MX93376,California,6913.566525,No,Basic,College,2/14/2011,Retired,F,26714.0,Suburban,Divorced,64.0,17.0,7.0,1.0,2.0,Personal Auto,Personal L1,Offer3,Call Center,307.2,Two-Door Car,Small
129,No34698,Oregon,4015.34005,No,Basic,Bachelor,1/17/2011,Employed,M,80055.0,Rural,Married,100.0,30.0,83.0,0.0,1.0,Corporate Auto,Corporate L2,Offer1,Branch,121.945071,SUV,Medsize
130,DE75225,Oregon,8717.561149,No,Basic,High School or Below,1/9/2011,Unemployed,M,0.0,Suburban,Married,117.0,5.0,89.0,1.0,3.0,Personal Auto,Personal L1,Offer1,Agent,561.6,SUV,Medsize
131,JI97190,California,5165.810048,No,Basic,High School or Below,2/26/2011,Employed,M,43461.0,Suburban,Married,64.0,24.0,47.0,0.0,6.0,Personal Auto,Personal L3,Offer3,Branch,307.2,Two-Door Car,Large
132,IQ37561,Arizona,7590.961288,No,Extended,High School or Below,1/9/2011,Employed,F,52823.0,Rural,Married,95.0,7.0,15.0,0.0,5.0,Personal Auto,Personal L3,Offer2,Branch,125.768818,Two-Door Car,Medsize
133,VZ64716,Oregon,11546.17372,No,Extended,Master,2/26/2011,Employed,M,81081.0,Rural,Married,96.0,32.0,34.0,1.0,2.0,Corporate Auto,Corporate L2,Offer4,Call Center,206.211089,Four-Door Car,Medsize
134,XT55646,Arizona,4428.625763,No,Basic,Bachelor,2/2/2011,Medical Leave,M,18263.0,Suburban,Married,117.0,1.0,18.0,0.0,1.0,Personal Auto,Personal L2,Offer1,Branch,758.333096,SUV,Medsize
135,UO44449,Washington,4911.115538,No,Basic,College,1/26/2011,Employed,F,33700.0,Urban,Married,62.0,26.0,72.0,0.0,3.0,Corporate Auto,Corporate L3,Offer1,Agent,274.114843,Four-Door Car,Medsize
136,NA82031,Washington,2962.982516,No,Basic,College,2/5/2011,Employed,F,71809.0,Rural,Divorced,74.0,14.0,3.0,0.0,1.0,Corporate Auto,Corporate L3,Offer3,Agent,78.248458,Four-Door Car,Medsize
137,PD94315,Arizona,22256.69368,No,Premium,Bachelor,2/17/2011,Disabled,F,23444.0,Suburban,Married,196.0,7.0,62.0,0.0,2.0,Corporate Auto,Corporate L3,Offer1,Call Center,940.8,SUV,Medsize
138,BV35683,Arizona,8256.2978,Yes,Basic,Bachelor,1/25/2011,Employed,F,62902.0,Rural,Married,69.0,14.0,94.0,0.0,2.0,Personal Auto,Personal L3,Offer2,Web,159.383042,Two-Door Car,Medsize
139,MM45334,Oregon,8169.513982,No,Basic,College,2/14/2011,Employed,F,40803.0,Rural,Single,71.0,8.0,19.0,3.0,2.0,Personal Auto,Personal L3,Offer3,Call Center,122.912377,Four-Door Car,Medsize
140,UY32623,California,3593.12645,No,Extended,College,2/5/2011,Disabled,F,18213.0,Suburban,Divorced,96.0,12.0,43.0,1.0,1.0,Corporate Auto,Corporate L2,Offer1,Branch,460.8,Four-Door Car,Large
141,KT92231,Oregon,7706.032636,No,Basic,Bachelor,1/2/2011,Unemployed,M,0.0,Suburban,Single,107.0,15.0,63.0,0.0,8.0,Personal Auto,Personal L1,Offer1,Agent,1267.709661,Sports Car,Medsize
142,MW46400,California,7634.855287,No,Premium,High School or Below,1/28/2011,Unemployed,F,0.0,Suburban,Single,106.0,9.0,64.0,0.0,3.0,Corporate Auto,Corporate L3,Offer1,Branch,763.2,Four-Door Car,Medsize
143,ZF82387,Oregon,10340.45566,No,Extended,High School or Below,1/12/2011,Employed,M,40882.0,Urban,Divorced,89.0,6.0,17.0,0.0,2.0,Corporate Auto,Corporate L3,Offer2,Branch,393.637436,Two-Door Car,Large
144,MN83273,California,41787.90343,Yes,Premium,High School or Below,1/31/2011,Employed,F,46587.0,Suburban,Divorced,119.0,34.0,74.0,2.0,2.0,Personal Auto,Personal L3,Offer1,Call Center,571.2,Four-Door Car,Medsize
145,XR71687,Oregon,9407.452895,No,Basic,Bachelor,1/7/2011,Employed,M,31485.0,Rural,Married,118.0,17.0,79.0,0.0,6.0,Personal Auto,Personal L2,Offer2,Agent,294.905685,SUV,Medsize
146,JA60749,Oregon,9035.671134,Yes,Premium,High School or Below,1/21/2011,Employed,F,34337.0,Suburban,Married,113.0,20.0,44.0,0.0,9.0,Personal Auto,Personal L3,Offer2,Web,542.4,Four-Door Car,Large
147,PY51000,California,12883.81001,No,Premium,Bachelor,2/23/2011,Employed,M,34148.0,Urban,Married,109.0,27.0,30.0,0.0,2.0,Personal Auto,Personal L2,Offer1,Agent,451.566751,Four-Door Car,Medsize
148,HR71115,Nevada,5357.260833,No,Basic,College,1/4/2011,Employed,M,39604.0,Rural,Married,68.0,2.0,21.0,0.0,8.0,Personal Auto,Personal L3,Offer1,Branch,63.127223,Four-Door Car,Medsize
149,LQ28707,Oregon,22658.53652,Yes,Basic,Bachelor,1/25/2011,Retired,M,23665.0,Suburban,Married,67.0,19.0,50.0,0.0,2.0,Personal Auto,Personal L3,Offer1,Branch,404.817249,Four-Door Car,Medsize
150,UL90124,Oregon,5038.979968,No,Extended,High School or Below,2/21/2011,Employed,F,72919.0,Suburban,Married,130.0,20.0,22.0,5.0,1.0,Personal Auto,Personal L3,Offer4,Agent,936.0,SUV,Small
151,KB75939,Oregon,9421.101961,No,Extended,Bachelor,1/8/2011,Disabled,F,23059.0,Rural,Divorced,126.0,30.0,66.0,0.0,3.0,Corporate Auto,Corporate L3,Offer3,Branch,95.845811,Sports Car,Medsize
152,AL35726,Oregon,3746.751625,Yes,Extended,College,2/26/2011,Employed,F,41479.0,Rural,Married,94.0,14.0,38.0,1.0,1.0,Personal Auto,Personal L2,Offer2,Call Center,19.575683,Two-Door Car,Large
153,NC99948,Nevada,16313.68349,No,Basic,College,2/11/2011,Unemployed,M,0.0,Suburban,Single,69.0,21.0,86.0,0.0,2.0,Personal Auto,Personal L1,Offer3,Call Center,331.2,Four-Door Car,Medsize
154,DZ85842,California,8105.81483,No,Basic,High School or Below,2/27/2011,Retired,M,17920.0,Suburban,Married,72.0,14.0,53.0,0.0,2.0,Personal Auto,Personal L1,Offer1,Branch,424.375364,Four-Door Car,Medsize
155,PH26378,California,6019.960469,No,Extended,College,1/31/2011,Unemployed,M,0.0,Suburban,Single,92.0,3.0,28.0,0.0,4.0,Personal Auto,Personal L3,Offer1,Agent,662.4,Four-Door Car,Medsize
156,MU76701,Washington,3921.018919,No,Extended,College,1/20/2011,Employed,F,62445.0,Suburban,Married,98.0,19.0,12.0,1.0,1.0,Personal Auto,Personal L2,Offer2,Call Center,681.167228,Four-Door Car,Small
157,PK51938,Oregon,3044.78946,No,Extended,College,1/14/2011,Retired,F,17489.0,Suburban,Divorced,85.0,31.0,28.0,0.0,1.0,Corporate Auto,Corporate L3,Offer4,Branch,587.689075,Four-Door Car,Small
158,VJ34494,Washington,2442.212317,No,Basic,College,2/12/2011,Unemployed,F,0.0,Suburban,Single,69.0,7.0,10.0,0.0,1.0,Corporate Auto,Corporate L1,Offer1,Branch,331.2,Four-Door Car,Large
159,IE71278,California,2936.993695,No,Extended,Bachelor,2/10/2011,Employed,M,44369.0,Urban,Divorced,77.0,7.0,35.0,3.0,1.0,Personal Auto,Personal L2,Offer1,Web,362.276183,Four-Door Car,Medsize
160,DW20514,California,8438.463783,No,Basic,College,1/17/2011,Disabled,M,25539.0,Suburban,Married,112.0,15.0,63.0,0.0,3.0,Personal Auto,Personal L3,Offer1,Web,585.069825,SUV,Small
161,BZ44726,Nevada,16477.76843,No,Basic,High School or Below,2/26/2011,Employed,F,49825.0,Suburban,Married,70.0,14.0,27.0,3.0,2.0,Corporate Auto,Corporate L3,Offer3,Agent,336.0,Two-Door Car,Medsize
162,NB82190,Oregon,5278.183759,No,Basic,College,2/9/2011,Employed,M,73742.0,Rural,Single,68.0,10.0,60.0,0.0,3.0,Personal Auto,Personal L1,Offer2,Branch,27.210992,Two-Door Car,Medsize
163,SM36624,Arizona,7054.776317,No,Extended,High School or Below,1/23/2011,Unemployed,M,0.0,Suburban,Single,207.0,32.0,96.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Call Center,1490.4,Luxury SUV,Medsize
164,NT79981,Nevada,3605.974564,No,Extended,High School or Below,1/6/2011,Disabled,F,13199.0,Suburban,Divorced,93.0,23.0,22.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Agent,582.462008,Four-Door Car,Medsize
165,DQ92905,Arizona,12989.81806,No,Basic,Bachelor,2/24/2011,Unemployed,M,0.0,Suburban,Single,65.0,16.0,3.0,0.0,2.0,Personal Auto,Personal L3,Offer1,Web,312.0,Four-Door Car,Medsize
166,KC14861,Oregon,14886.70602,No,Basic,High School or Below,2/11/2011,Employed,M,91193.0,Rural,Married,185.0,15.0,75.0,1.0,6.0,Personal Auto,Personal L1,Offer1,Web,1.587888,Luxury SUV,Medsize
167,DH85144,Oregon,2154.073997,No,Basic,College,1/12/2011,Unemployed,M,0.0,Suburban,Single,65.0,11.0,52.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Branch,312.0,Four-Door Car,Medsize
168,BE65350,Oregon,5261.037541,No,Basic,High School or Below,1/11/2011,Employed,F,43573.0,Suburban,Married,66.0,30.0,64.0,0.0,5.0,Personal Auto,Personal L3,Offer1,Agent,409.684798,Two-Door Car,Large
169,DS97676,Oregon,2555.051532,No,Basic,College,2/3/2011,Unemployed,F,0.0,Suburban,Single,72.0,14.0,24.0,0.0,1.0,Personal Auto,Personal L2,Offer2,Agent,518.4,Four-Door Car,Large
170,YM99866,Arizona,2611.965869,No,Basic,High School or Below,2/28/2011,Employed,M,53904.0,Suburban,Married,67.0,1.0,17.0,2.0,1.0,Personal Auto,Personal L2,Offer3,Agent,321.6,Four-Door Car,Medsize
171,AT30076,Nevada,3536.64749,No,Extended,High School or Below,1/3/2011,Employed,F,31727.0,Suburban,Single,92.0,1.0,95.0,0.0,1.0,Personal Auto,Personal L3,Offer3,Agent,495.750669,Four-Door Car,Small
172,ZC32510,Arizona,9339.341599,No,Premium,High School or Below,2/22/2011,Employed,M,69442.0,Suburban,Married,118.0,26.0,6.0,3.0,3.0,Personal Auto,Personal L1,Offer3,Branch,1265.570302,Four-Door Car,Small
173,FO78512,California,17429.87777,No,Basic,Master,1/9/2011,Employed,M,41775.0,Rural,Married,109.0,11.0,80.0,0.0,2.0,Personal Auto,Personal L3,Offer1,Web,104.672657,Sports Car,Medsize
174,CN63432,Arizona,13197.92893,Yes,Basic,College,1/27/2011,Unemployed,F,0.0,Suburban,Single,68.0,19.0,2.0,3.0,2.0,Personal Auto,Personal L3,Offer1,Agent,326.4,Four-Door Car,Large
175,MF59279,California,4222.977602,No,Basic,Bachelor,2/15/2011,Unemployed,M,0.0,Suburban,Single,63.0,26.0,78.0,0.0,7.0,Personal Auto,Personal L1,Offer1,Agent,302.4,Two-Door Car,Small
176,ZO89996,Oregon,2616.613903,Yes,Basic,College,2/25/2011,Employed,M,72302.0,Suburban,Divorced,66.0,6.0,27.0,0.0,1.0,Personal Auto,Personal L1,Offer1,Agent,316.8,Two-Door Car,Medsize
177,TP51897,California,2621.808611,No,Basic,College,2/20/2011,Employed,F,36843.0,Suburban,Married,68.0,12.0,11.0,3.0,1.0,Corporate Auto,Corporate L1,Offer4,Agent,357.642982,Four-Door Car,Medsize
178,WX33904,Arizona,6355.678846,No,Basic,Bachelor,1/17/2011,Unemployed,M,0.0,Suburban,Divorced,61.0,25.0,79.0,0.0,2.0,Special Auto,Special L2,Offer1,Branch,292.8,Two-Door Car,Medsize
179,EN31802,California,36168.34106,No,Basic,High School or Below,1/9/2011,Employed,M,74140.0,Suburban,Married,101.0,31.0,23.0,2.0,2.0,Personal Auto,Personal L1,Offer2,Web,484.8,SUV,Medsize
180,AZ64856,California,5048.051359,No,Extended,High School or Below,2/17/2011,Employed,F,34452.0,Suburban,Married,126.0,2.0,51.0,0.0,1.0,Personal Auto,Personal L1,Offer4,Agent,604.8,SUV,Large
181,GM48223,Oregon,5461.967787,No,Basic,Bachelor,2/6/2011,Employed,F,42650.0,Rural,Married,69.0,10.0,92.0,0.0,5.0,Personal Auto,Personal L1,Offer3,Agent,35.565605,Four-Door Car,Medsize
182,DM77491,Oregon,7416.466665,No,Basic,Bachelor,1/16/2011,Unemployed,M,0.0,Urban,Married,69.0,6.0,52.0,0.0,2.0,Personal Auto,Personal L1,Offer3,Call Center,238.057939,Four-Door Car,Medsize
183,TC29250,California,7350.182328,No,Basic,Bachelor,2/19/2011,Unemployed,M,0.0,Suburban,Single,108.0,7.0,54.0,0.0,4.0,Personal Auto,Personal L3,Offer2,Branch,777.6,Sports Car,Medsize
184,CI19819,Arizona,2370.618948,No,Basic,High School or Below,1/13/2011,Unemployed,M,0.0,Suburban,Single,71.0,1.0,66.0,1.0,1.0,Personal Auto,Personal L1,Offer1,Agent,511.2,Two-Door Car,Medsize
185,FN44127,Oregon,3508.569533,Yes,Extended,College,1/5/2011,Medical Leave,M,20978.0,Suburban,Married,98.0,19.0,96.0,1.0,1.0,Personal Auto,Personal L2,Offer2,Branch,1176.2788,Four-Door Car,Small
186,EY49684,California,2309.876793,No,Basic,Bachelor,2/25/2011,Unemployed,F,0.0,Rural,Divorced,61.0,16.0,57.0,0.0,1.0,Personal Auto,Personal L3,Offer1,Agent,32.454659,Four-Door Car,Medsize
187,VF96109,Oregon,8819.018934,Yes,Basic,High School or Below,1/10/2011,Employed,M,99845.0,Suburban,Married,110.0,23.0,25.0,1.0,8.0,Personal Auto,Personal L3,Offer2,Branch,528.0,SUV,Medsize
188,ZX73673,Arizona,5555.830205,Yes,Basic,Bachelor,2/6/2011,Employed,M,74015.0,Suburban,Single,72.0,12.0,61.0,0.0,6.0,Personal Auto,Personal L3,Offer2,Call Center,471.443077,Four-Door Car,Small
189,RL97327,Washington,4060.956163,No,Premium,Bachelor,1/17/2011,Unemployed,M,0.0,Suburban,Married,115.0,18.0,30.0,1.0,1.0,Personal Auto,Personal L2,Offer2,Call Center,699.823461,Four-Door Car,Medsize
190,WE57129,Washington,2891.717971,No,Basic,Master,1/28/2011,Employed,M,21979.0,Suburban,Married,73.0,7.0,86.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Branch,518.686584,Two-Door Car,Small
191,BB10681,California,4140.648654,No,Extended,College,1/17/2011,Unemployed,F,0.0,Suburban,Divorced,123.0,5.0,35.0,2.0,1.0,Corporate Auto,Corporate L3,Offer1,Branch,590.4,SUV,Medsize
192,JQ70222,Washington,8548.30415,No,Basic,High School or Below,1/13/2011,Employed,F,53055.0,Suburban,Single,112.0,30.0,30.0,2.0,3.0,Personal Auto,Personal L1,Offer3,Call Center,537.6,SUV,Small
193,CI30899,California,4737.411455,No,Basic,College,1/13/2011,Unemployed,F,0.0,Suburban,Single,68.0,2.0,26.0,0.0,3.0,Personal Auto,Personal L3,Offer1,Branch,326.4,Two-Door Car,Small
194,AS18084,California,11638.89947,Yes,Basic,College,1/26/2011,Medical Leave,F,25370.0,Suburban,Married,102.0,10.0,77.0,0.0,2.0,Personal Auto,Personal L2,Offer1,Branch,489.6,Sports Car,Large
195,HY68437,Oregon,6744.190752,No,Extended,High School or Below,2/3/2011,Unemployed,M,0.0,Suburban,Married,90.0,3.0,74.0,0.0,4.0,Personal Auto,Personal L3,Offer1,Branch,547.912576,Four-Door Car,Medsize
196,XU20264,Arizona,8564.772996,No,Premium,Bachelor,2/3/2011,Disabled,M,23506.0,Suburban,Single,113.0,0.0,27.0,0.0,9.0,Personal Auto,Personal L3,Offer1,Branch,813.6,Four-Door Car,Medsize
197,QI64880,California,7007.274228,No,Basic,Bachelor,2/7/2011,Unemployed,M,0.0,Suburban,Single,101.0,12.0,12.0,0.0,6.0,Corporate Auto,Corporate L3,Offer2,Branch,973.787176,SUV,Medsize
198,LH94176,Arizona,8203.221246,No,Basic,High School or Below,1/4/2011,Employed,M,38595.0,Suburban,Divorced,74.0,5.0,42.0,3.0,2.0,Personal Auto,Personal L3,Offer1,Branch,415.550209,Four-Door Car,Medsize
199,GC42314,Arizona,8296.176276,No,Basic,Doctor,2/27/2011,Unemployed,M,0.0,Suburban,Married,111.0,3.0,59.0,0.0,9.0,Personal Auto,Personal L3,Offer3,Web,672.91665,SUV,Medsize
200,JP55271,Oregon,10633.50496,No,Extended,High School or Below,2/25/2011,Employed,F,80046.0,Rural,Married,132.0,4.0,42.0,0.0,4.0,Personal Auto,Personal L2,Offer2,Call Center,260.627146,SUV,Small
201,TO19482,Oregon,4874.665223,No,Basic,High School or Below,2/12/2011,Employed,M,67467.0,Suburban,Married,61.0,4.0,22.0,0.0,9.0,Personal Auto,Personal L2,Offer4,Branch,365.879938,Two-Door Car,Medsize
202,YH20696,Oregon,8657.968597,No,Basic,College,1/17/2011,Employed,M,68727.0,Rural,Married,72.0,15.0,49.0,0.0,2.0,Personal Auto,Personal L1,Offer1,Branch,171.475838,Four-Door Car,Medsize
203,IJ50779,Washington,12298.6863,Yes,Basic,High School or Below,2/20/2011,Medical Leave,M,17101.0,Suburban,Single,113.0,1.0,88.0,0.0,2.0,Personal Auto,Personal L3,Offer1,Call Center,542.4,SUV,Medsize
204,LW93867,Oregon,4812.525221,No,Basic,College,1/3/2011,Medical Leave,M,16531.0,Rural,Married,63.0,0.0,40.0,0.0,4.0,Corporate Auto,Corporate L1,Offer1,Web,102.879769,Four-Door Car,Medsize
205,ET44462,Arizona,5013.136429,No,Extended,High School or Below,2/12/2011,Employed,M,65165.0,Suburban,Married,126.0,14.0,18.0,1.0,1.0,Personal Auto,Personal L1,Offer2,Web,604.8,SUV,Medsize
206,ZT18953,Oregon,8181.715637,No,Basic,Bachelor,2/14/2011,Unemployed,F,0.0,Suburban,Married,109.0,25.0,93.0,0.0,4.0,Corporate Auto,Corporate L3,Offer1,Branch,523.2,SUV,Medsize
207,YG87460,Arizona,2444.741307,No,Basic,College,1/16/2011,Unemployed,M,0.0,Urban,Married,71.0,8.0,59.0,1.0,1.0,Personal Auto,Personal L2,Offer3,Branch,244.587596,Four-Door Car,Medsize
208,HX74855,Washington,2471.528431,Yes,Basic,High School or Below,1/15/2011,Employed,M,95697.0,Rural,Married,61.0,16.0,55.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Agent,114.273025,Two-Door Car,Medsize
209,UO40192,Nevada,5544.909083,No,Basic,High School or Below,2/5/2011,Employed,M,79619.0,Urban,Married,71.0,3.0,34.0,3.0,6.0,Personal Auto,Personal L3,Offer2,Web,280.89705,Four-Door Car,Large
210,PX27645,California,8467.369513,No,Extended,Bachelor,1/3/2011,Unemployed,M,0.0,Suburban,Single,122.0,2.0,73.0,0.0,5.0,Personal Auto,Personal L1,Offer1,Call Center,1100.088685,SUV,Medsize
211,CJ63667,Oregon,31803.30779,No,Basic,Master,1/2/2011,Disabled,F,25663.0,Suburban,Married,114.0,20.0,89.0,0.0,2.0,Corporate Auto,Corporate L3,Offer2,Branch,663.131089,Sports Car,Medsize
212,JN66901,Nevada,6601.611299,No,Basic,High School or Below,2/8/2011,Unemployed,M,0.0,Suburban,Single,194.0,22.0,79.0,0.0,1.0,Corporate Auto,Corporate L1,Offer4,Web,2306.508397,Luxury SUV,Medsize
213,NW73460,Arizona,7777.201669,No,Basic,High School or Below,1/7/2011,Employed,F,46182.0,Rural,Married,65.0,23.0,27.0,0.0,2.0,Corporate Auto,Corporate L1,Offer2,Branch,2.574682,Two-Door Car,Medsize
214,YV93784,Arizona,8973.110905,No,Basic,Master,2/21/2011,Employed,F,69736.0,Urban,Married,111.0,11.0,7.0,0.0,3.0,Personal Auto,Personal L3,Offer1,Branch,424.424732,SUV,Medsize
215,QF17381,Arizona,4733.507343,No,Basic,Bachelor,1/6/2011,Unemployed,F,0.0,Suburban,Married,62.0,5.0,41.0,0.0,3.0,Corporate Auto,Corporate L3,Offer1,Agent,740.838216,Four-Door Car,Small
216,UB28078,California,4200.373728,No,Premium,Master,2/11/2011,Employed,M,51510.0,Suburban,Divorced,106.0,11.0,17.0,0.0,1.0,Personal Auto,Personal L2,Offer2,Branch,688.547375,Four-Door Car,Medsize
217,OU78642,Arizona,7583.56435,No,Basic,Master,2/27/2011,Employed,F,81568.0,Urban,Married,186.0,0.0,73.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Web,737.442295,Luxury SUV,Medsize
218,GB43363,Oregon,6870.607058,No,Premium,College,1/24/2011,Unemployed,M,0.0,Suburban,Single,105.0,5.0,87.0,0.0,3.0,Personal Auto,Personal L3,Offer1,Branch,756.0,Four-Door Car,Small
219,FM55990,California,5989.773931,Yes,Premium,College,1/19/2011,Employed,M,66839.0,Suburban,Single,154.0,33.0,24.0,0.0,1.0,Personal Auto,Personal L1,Offer2,Branch,739.2,Sports Car,Medsize
220,NL59273,Oregon,5627.297887,No,Basic,Doctor,1/21/2011,Employed,F,61486.0,Urban,Married,70.0,2.0,65.0,0.0,3.0,Personal Auto,Personal L3,Offer2,Call Center,334.13351,Two-Door Car,Medsize
221,TK61994,Oregon,6104.501453,No,Extended,College,2/28/2011,Disabled,F,18690.0,Rural,Married,80.0,10.0,63.0,0.0,5.0,Personal Auto,Personal L2,Offer1,Agent,18.192921,Four-Door Car,Medsize
222,FK94501,Nevada,7844.252972,No,Basic,Bachelor,1/31/2011,Unemployed,F,0.0,Urban,Married,102.0,20.0,46.0,0.0,3.0,Personal Auto,Personal L2,Offer1,Web,273.945412,SUV,Large
223,RS30611,Arizona,6838.767672,No,Extended,High School or Below,2/1/2011,Disabled,M,15871.0,Suburban,Married,89.0,20.0,19.0,0.0,4.0,Personal Auto,Personal L2,Offer4,Branch,427.2,Four-Door Car,Medsize
224,RV58659,Washington,4422.883059,No,Basic,College,1/20/2011,Employed,F,21124.0,Suburban,Married,112.0,3.0,37.0,0.0,1.0,Corporate Auto,Corporate L3,Offer4,Web,733.319294,SUV,Medsize
225,VJ73478,Oregon,4058.668736,No,Basic,Bachelor,2/22/2011,Unemployed,M,0.0,Suburban,Single,117.0,13.0,69.0,0.0,1.0,Personal Auto,Personal L1,Offer3,Web,842.4,Sports Car,Medsize
226,WW52683,California,5067.635525,No,Basic,Bachelor,1/26/2011,Employed,F,61067.0,Rural,Married,64.0,20.0,0.0,1.0,3.0,Personal Auto,Personal L3,Offer2,Agent,86.309744,Four-Door Car,Medsize
227,KI19439,Oregon,5207.640754,No,Basic,High School or Below,1/18/2011,Employed,F,21952.0,Suburban,Married,66.0,20.0,31.0,0.0,6.0,Personal Auto,Personal L1,Offer4,Branch,316.8,Four-Door Car,Small
228,ON63161,Oregon,8583.272854,No,Premium,High School or Below,1/21/2011,Disabled,F,18017.0,Suburban,Divorced,114.0,23.0,54.0,0.0,9.0,Personal Auto,Personal L3,Offer2,Call Center,547.2,Four-Door Car,Medsize
229,IX97339,Arizona,9234.277026,No,Extended,College,2/24/2011,Unemployed,F,0.0,Suburban,Single,134.0,29.0,43.0,0.0,6.0,Corporate Auto,Corporate L3,Offer1,Branch,643.2,SUV,Medsize
230,VD37089,Washington,3478.887023,No,Extended,College,1/7/2011,Employed,M,29938.0,Suburban,Divorced,90.0,8.0,35.0,0.0,1.0,Corporate Auto,Corporate L1,Offer2,Branch,562.426585,Four-Door Car,Medsize
231,NY89701,California,5977.410465,No,Extended,Bachelor,2/5/2011,Employed,F,25320.0,Urban,Married,76.0,10.0,70.0,1.0,8.0,Personal Auto,Personal L3,Offer1,Agent,269.065636,Four-Door Car,Large
232,SG51259,California,4502.867562,No,Extended,High School or Below,1/5/2011,Unemployed,F,0.0,Suburban,Single,129.0,10.0,11.0,0.0,1.0,Personal Auto,Personal L1,Offer1,Agent,1486.410662,SUV,Medsize
233,WC35801,Arizona,2521.633095,No,Basic,High School or Below,2/7/2011,Employed,M,53243.0,Rural,Divorced,66.0,4.0,15.0,2.0,1.0,Personal Auto,Personal L3,Offer1,Call Center,157.397849,Four-Door Car,Medsize
234,SB27146,Oregon,4369.041685,No,Premium,High School or Below,1/26/2011,Employed,F,26026.0,Rural,Single,116.0,1.0,76.0,1.0,1.0,Personal Auto,Personal L3,Offer3,Agent,283.670312,Two-Door Car,Medsize
235,RR77985,Oregon,2887.742258,No,Extended,Bachelor,1/3/2011,Unemployed,F,0.0,Suburban,Single,80.0,24.0,95.0,0.0,1.0,Personal Auto,Personal L1,Offer1,Call Center,676.944023,Four-Door Car,Medsize
